"white_id","as_white_games_count","as_white_wins","as_white_loss","as_white_draw","as_white_fav_opening_class","as_white_fav_opening_eco","as_black_games_count","as_black_wins","as_black_loss","as_black_draw","total_games_count","total_wins","total_loss","total_draw","as_white_winrate","as_black_winrate","total_winrate","last_elo","last_elo_band"
"dkazankov",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1794,"gold"
"philosifer",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1424,"silver"
"jo55h",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1763,"gold"
"fabiodemarco",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1709,"gold"
"ravinal",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1525,"silver"
"shemyaka",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1613,"gold"
"massli",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1500,"silver"
"player58",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1882,"platinum"
"julioverne",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1964,"platinum"
"donwon671",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1652,"gold"
"coldtits",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1258,"bronze"
"user21",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1326,"bronze"
"gustavoelemental",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1386,"bronze"
"danielhoer",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1341,"bronze"
"howtohedge",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1393,"bronze"
"spoileur",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1303,"bronze"
"mariosfjr",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1283,"bronze"
"katana_blade",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1253,"bronze"
"alvan",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1381,"bronze"
"abner93rubiks",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1390,"bronze"
"oeil2tigre",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1349,"bronze"
"djuna",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1250,"bronze"
"erdemb",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1372,"bronze"
"casual173",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1760,"gold"
"armandov777",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1705,"gold"
"attemptedbanana",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1356,"bronze"
"udai1028",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1152,"wood"
"elobelo",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1294,"bronze"
"elleestelle",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1295,"bronze"
"temperst",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1383,"bronze"
"ratboygenuis",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1394,"bronze"
"ethanw457",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1107,"wood"
"seasidesam",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1132,"wood"
"citragang",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1233,"bronze"
"nobrainhere",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1202,"bronze"
"chambaru",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1214,"bronze"
"futmas",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1338,"bronze"
"baep",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1316,"bronze"
"josy-le-masque",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1307,"bronze"
"tajo12",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1220,"bronze"
"hliasf1978",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1295,"bronze"
"ameen_atroshy",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1192,"wood"
"dineshar",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1186,"wood"
"gelerozijn",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,2472,"master"
"cryptic999",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2091,"titanium"
"bonamana",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2138,"titanium"
"fluefiske",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2022,"titanium"
"filov",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2123,"titanium"
"setne007",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2204,"master"
"plus16",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1378,"bronze"
"annie94",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1360,"bronze"
"kcfitzz",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1445,"silver"
"zetsuboi",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1601,"gold"
"vojislav_seselj",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1400,"bronze"
"zako17",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1503,"silver"
"heathers",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1595,"silver"
"x__gandalf__x",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1640,"gold"
"rober4071",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1548,"silver"
"reza32500",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1518,"silver"
"ahmethamit",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1484,"silver"
"boccia",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1456,"silver"
"raking41",0,0,0,0,NA,NA,2,2,0,0,2,2,0,0,0,1,1,1470,"silver"
"bellyscratcher",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1654,"gold"
"paolo100",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1483,"silver"
"amdrood",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1601,"gold"
"rozinkaczech",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1460,"silver"
"arabboy",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1480,"silver"
"serjjant",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1502,"silver"
"thesatantango",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1731,"gold"
"allahu_akhmed",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1500,"silver"
"dimehola",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1799,"gold"
"canadave",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1707,"gold"
"feenou77",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1500,"silver"
"tttruth",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,2053,"titanium"
"sarascacco",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1582,"silver"
"dark_knight_666",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1745,"gold"
"master1move",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2050,"titanium"
"hanngar87",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1941,"platinum"
"protopych",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1901,"platinum"
"bouzav",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1726,"gold"
"zdime",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1463,"silver"
"donatelo42",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1219,"bronze"
"mohand321",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1785,"gold"
"amanat143",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1544,"silver"
"bookrey",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1569,"silver"
"liakua",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1441,"silver"
"ussamak",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1598,"silver"
"vw_sto",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1711,"gold"
"pavelnik",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1321,"bronze"
"peterfaiello",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1290,"bronze"
"oldpolo33",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1576,"silver"
"biggordon333",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1559,"silver"
"hyonjun",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1404,"silver"
"houra",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1496,"silver"
"minechess123",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1425,"silver"
"fedevillarinos",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1409,"silver"
"armelin7",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1532,"silver"
"claudiovaca",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1501,"silver"
"scaccofelice",0,0,0,0,NA,NA,2,2,0,0,2,2,0,0,0,1,1,1543,"silver"
"jkriklu",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1277,"bronze"
"aljndrdch",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1542,"silver"
"litwin3",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1554,"silver"
"snlakgn",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1427,"silver"
"sannicandrogarganico",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1525,"silver"
"woodcrusher75",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1500,"silver"
"pouyaaa333",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1940,"platinum"
"younesmat",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1942,"platinum"
"apostolovo72",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2117,"titanium"
"suraj_prasad",0,0,0,0,NA,NA,2,0,2,0,2,0,2,0,0,0,0,1923,"platinum"
"luklei12",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2107,"titanium"
"ray44",0,0,0,0,NA,NA,3,0,3,0,3,0,3,0,0,0,0,1849,"platinum"
"ahmbat",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1748,"gold"
"galaxy_oasis",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1718,"gold"
"francooooooo",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1305,"bronze"
"moomoo123",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1444,"silver"
"jirgu",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1447,"silver"
"markagabi48",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1541,"silver"
"hard2kill74",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1681,"gold"
"edavicious",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1254,"bronze"
"oldgrl",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1207,"bronze"
"mahdirezaei",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1293,"bronze"
"aleechi",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1503,"silver"
"k9mecromance3000",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1468,"silver"
"johsebac",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1533,"silver"
"kavabangaa",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1456,"silver"
"golova1981",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1543,"silver"
"starunj",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1357,"bronze"
"th3or3tical",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1503,"silver"
"red-0",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1458,"silver"
"vsirk",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1729,"gold"
"crash88",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1468,"silver"
"shushul2016",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1671,"gold"
"jsanik",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1897,"platinum"
"maximus97",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1234,"bronze"
"woolypencil",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1212,"bronze"
"jayme336",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1415,"silver"
"biggn",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1500,"silver"
"bailey_trim",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1120,"wood"
"surgate",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1114,"wood"
"antho62",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1191,"wood"
"zugzwan9",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1063,"wood"
"trebortau",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1152,"wood"
"rchevezzepeda",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1488,"silver"
"alkis1986",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1445,"silver"
"rascanalg",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1519,"silver"
"jonataswalker",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1509,"silver"
"piggy1122",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1381,"bronze"
"stiffypawn",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1466,"silver"
"intellectualhonesty",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1551,"silver"
"chessdaddy53",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1796,"gold"
"lpardo",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1645,"gold"
"grooveman",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1430,"silver"
"iero83",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1419,"silver"
"wansilence",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1607,"gold"
"harland",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1601,"gold"
"cm0911",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1484,"silver"
"matheus10",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1464,"silver"
"loz16",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1547,"silver"
"kamarali",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1608,"gold"
"maurovanegas",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1591,"silver"
"chavez",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1453,"silver"
"blueshay",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1502,"silver"
"nerd3",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2159,"titanium"
"abekabek",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1618,"gold"
"palo27",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1858,"platinum"
"ramchander",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1921,"platinum"
"zam0",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1644,"gold"
"moneras",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1653,"gold"
"vitus_lk",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1483,"silver"
"etacarinae",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1880,"platinum"
"denysov",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1786,"gold"
"hosein1382",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1730,"gold"
"mesak55",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1590,"silver"
"sergey0506",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1374,"bronze"
"kuwab",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1397,"bronze"
"deathbyakillermonkey",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2254,"master"
"ntd25",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1160,"wood"
"tenilla",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1483,"silver"
"russiansober",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1727,"gold"
"mermigas",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1635,"gold"
"miedlepi",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1986,"platinum"
"milton05",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1330,"bronze"
"mastermrk",0,0,0,0,NA,NA,2,0,1,1,2,0,1,1,0,0,0,1305,"bronze"
"mcforever",0,0,0,0,NA,NA,3,3,0,0,3,3,0,0,0,1,1,2184,"titanium"
"mb3d",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1133,"wood"
"nasa2016",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1425,"silver"
"jeanclaudedestroylee",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1383,"bronze"
"ashtrak",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1309,"bronze"
"nepheline148",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1148,"wood"
"nemanade",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1195,"wood"
"tonye",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1237,"bronze"
"elias2011",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1200,"wood"
"abdulmajeed21",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1320,"bronze"
"iolich",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1500,"silver"
"surikki",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1017,"wood"
"fabiofc86",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1546,"silver"
"fercho10",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1482,"silver"
"adamsoun",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1430,"silver"
"mixhug",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1503,"silver"
"madmongrel",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1352,"bronze"
"azharuddin",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1370,"bronze"
"ba2016",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1361,"bronze"
"aart7778797",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1538,"silver"
"xtianjr",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1496,"silver"
"bus1408",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1550,"silver"
"mdguven",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1823,"platinum"
"radovankaluza",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1533,"silver"
"rava",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1524,"silver"
"whynot46",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1323,"bronze"
"iiieuh",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1742,"gold"
"pavel_fantasma",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1684,"gold"
"aljaci",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1588,"silver"
"rondinei",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1778,"gold"
"phlegethon_m",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1843,"platinum"
"kareematte",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1752,"gold"
"marbeg",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1877,"platinum"
"rangerbiru",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1843,"platinum"
"ljuba1947",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1876,"platinum"
"jakerva",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1886,"platinum"
"mauritius",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1865,"platinum"
"bigdimmer",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1796,"gold"
"yawade",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1482,"silver"
"rechevi",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1839,"platinum"
"grandmayor",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1450,"silver"
"diamondinleague",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1356,"bronze"
"totamoscal",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1450,"silver"
"turanian",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1421,"silver"
"dtfvmd",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1542,"silver"
"koroleva03",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1586,"silver"
"nprpa",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1677,"gold"
"lgoldl",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1674,"gold"
"whatawhata",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1281,"bronze"
"wangelillo",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1372,"bronze"
"naranjuz",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1760,"gold"
"sashavaluev",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1436,"silver"
"salemchess5",0,0,0,0,NA,NA,3,1,2,0,3,1,2,0,0,0.33333333,0.33333333,1277,"bronze"
"theanswer13",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1497,"silver"
"ericdaniel04",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1740,"gold"
"trevorrogers95",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2264,"master"
"garnek123",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,2305,"master"
"blackdragon7",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,2295,"master"
"jurgen1a",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,2321,"master"
"nevaliashka",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1492,"silver"
"plzgnn",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1357,"bronze"
"marco2017cowboy",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1463,"silver"
"minecrafters",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1459,"silver"
"wrangley",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1635,"gold"
"e1963",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1344,"bronze"
"wubba_lubba_dub_dub",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1222,"bronze"
"fabo84",0,0,0,0,NA,NA,2,1,1,0,2,1,1,0,0,0.5,0.5,1347,"bronze"
"davidul",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1463,"silver"
"irakli90",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1706,"gold"
"fairypony",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1916,"platinum"
"sata77",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1468,"silver"
"waltersobshak",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1500,"silver"
"flawed",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1829,"platinum"
"drv15",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1500,"silver"
"zen32",0,0,0,0,NA,NA,1,0,0,1,1,0,0,1,0,0,0,1621,"gold"
"mini23",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1731,"gold"
"dulepvc19",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1875,"platinum"
"moob",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1607,"gold"
"amithashetty",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1802,"platinum"
"skakkolomatto",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1566,"silver"
"bin16tan",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1665,"gold"
"arsh01042002",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1284,"bronze"
"sergej94",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1461,"silver"
"javad_korani",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1454,"silver"
"pooya_17",0,0,0,0,NA,NA,1,0,1,0,1,0,1,0,0,0,0,1576,"silver"
"raudo1906",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1715,"gold"
"willoh",0,0,0,0,NA,NA,1,1,0,0,1,1,0,0,0,1,1,1953,"platinum"
